"index","date","power_consumption","year","semester","quarter","day_in_week","week_in_year","day_in_year","month"
"424","2/12/2008","1987.798","2008","1","1","Tue","7","43","2"
"425","2/13/2008","1900.498","2008","1","1","Wed","7","44","2"
"426","2/14/2008","1604.622","2008","1","1","Thu","7","45","2"
"427","2/15/2008","2005.208","2008","1","1","Fri","7","46","2"
"428","2/16/2008","2346.948","2008","1","1","Sat","7","47","2"
"429","2/17/2008","1933.368","2008","1","1","Sun","7","48","2"
"430","2/18/2008","1514.404","2008","1","1","Mon","7","49","2"
"431","2/19/2008","2126.916","2008","1","1","Tue","8","50","2"
"432","2/20/2008","2253.79","2008","1","1","Wed","8","51","2"
"433","2/21/2008","1633.85","2008","1","1","Thu","8","52","2"
"434","2/22/2008","1732.564","2008","1","1","Fri","8","53","2"
"435","2/23/2008","1833.97","2008","1","1","Sat","8","54","2"
"436","2/24/2008","1263.008","2008","1","1","Sun","8","55","2"
"437","2/25/2008","504.488","2008","1","1","Mon","8","56","2"
"438","2/26/2008","507.12","2008","1","1","Tue","9","57","2"
"439","2/27/2008","566.72","2008","1","1","Wed","9","58","2"
"440","2/28/2008","509.184","2008","1","1","Thu","9","59","2"
"441","2/29/2008","1333.348","2008","1","1","Fri","9","60","2"
"442","3/1/2008","1141.876","2008","1","1","Sat","9","61","3"
"443","3/2/2008","1162.226","2008","1","1","Sun","9","62","3"
"444","3/3/2008","1040.55","2008","1","1","Mon","9","63","3"
"445","3/4/2008","1668.99","2008","1","1","Tue","10","64","3"
"446","3/5/2008","2037.208","2008","1","1","Wed","10","65","3"
"447","3/6/2008","2503.208","2008","1","1","Thu","10","66","3"
"448","3/7/2008","1862.956","2008","1","1","Fri","10","67","3"
"449","3/8/2008","2248.66","2008","1","1","Sat","10","68","3"
"450","3/9/2008","1560.458","2008","1","1","Sun","10","69","3"
"451","3/10/2008","1618.686","2008","1","1","Mon","10","70","3"
"452","3/11/2008","2200.042","2008","1","1","Tue","11","71","3"
"453","3/12/2008","1774.232","2008","1","1","Wed","11","72","3"
"454","3/13/2008","1675.514","2008","1","1","Thu","11","73","3"
"455","3/14/2008","2210.22","2008","1","1","Fri","11","74","3"
"456","3/15/2008","1576.3","2008","1","1","Sat","11","75","3"
"457","3/16/2008","1801.96","2008","1","1","Sun","11","76","3"
"458","3/17/2008","1706.918","2008","1","1","Mon","11","77","3"
"459","3/18/2008","1917.566","2008","1","1","Tue","12","78","3"
"460","3/19/2008","1308.448","2008","1","1","Wed","12","79","3"
"461","3/20/2008","1253.274","2008","1","1","Thu","12","80","3"
"462","3/21/2008","2066.442","2008","1","1","Fri","12","81","3"
"463","3/22/2008","2053.516","2008","1","1","Sat","12","82","3"
"464","3/23/2008","2325.99","2008","1","1","Sun","12","83","3"
"465","3/24/2008","1974.668","2008","1","1","Mon","12","84","3"
"466","3/25/2008","2015.856","2008","1","1","Tue","13","85","3"
"467","3/26/2008","1633.472","2008","1","1","Wed","13","86","3"
"468","3/27/2008","1370.822","2008","1","1","Thu","13","87","3"
"469","3/28/2008","1885.424","2008","1","1","Fri","13","88","3"
"470","3/29/2008","2471.15","2008","1","1","Sat","13","89","3"
"471","3/30/2008","2146.392","2008","1","1","Sun","13","90","3"
"472","3/31/2008","1377.57","2008","1","1","Mon","13","91","3"
"473","4/1/2008","2129.052","2008","1","2","Tue","14","92","4"
"474","4/2/2008","1691.672","2008","1","2","Wed","14","93","4"
"475","4/3/2008","1128.756","2008","1","2","Thu","14","94","4"
"476","4/4/2008","1631.918","2008","1","2","Fri","14","95","4"
"477","4/5/2008","1970.762","2008","1","2","Sat","14","96","4"
"478","4/6/2008","1696.318","2008","1","2","Sun","14","97","4"
"479","4/7/2008","1538.838","2008","1","2","Mon","14","98","4"
"480","4/8/2008","2657.516","2008","1","2","Tue","15","99","4"
"481","4/9/2008","1218.852","2008","1","2","Wed","15","100","4"
"482","4/10/2008","1477.746","2008","1","2","Thu","15","101","4"
"483","4/11/2008","1877.664","2008","1","2","Fri","15","102","4"
"484","4/12/2008","2800.014","2008","1","2","Sat","15","103","4"
"485","4/13/2008","2232.986","2008","1","2","Sun","15","104","4"
"486","4/14/2008","1589.582","2008","1","2","Mon","15","105","4"
"487","4/15/2008","1670.406","2008","1","2","Tue","16","106","4"
"488","4/16/2008","1489.064","2008","1","2","Wed","16","107","4"
"489","4/17/2008","1395.862","2008","1","2","Thu","16","108","4"
"490","4/18/2008","1862.39","2008","1","2","Fri","16","109","4"
"491","4/19/2008","2253.71","2008","1","2","Sat","16","110","4"
"492","4/20/2008","1791.418","2008","1","2","Sun","16","111","4"
"493","4/21/2008","1164.156","2008","1","2","Mon","16","112","4"
"494","4/22/2008","1627.676","2008","1","2","Tue","17","113","4"
"495","4/23/2008","1357.328","2008","1","2","Wed","17","114","4"
"496","4/24/2008","1043.772","2008","1","2","Thu","17","115","4"
"497","4/25/2008","1267.734","2008","1","2","Fri","17","116","4"
"498","4/26/2008","903.166","2008","1","2","Sat","17","117","4"
"499","4/27/2008","1008.24","2008","1","2","Sun","17","118","4"
"500","4/28/2008","659.052","2008","1","2","Mon","17","119","4"
"501","4/29/2008","1972.616","2008","1","2","Tue","18","120","4"
"502","4/30/2008","1101.726","2008","1","2","Wed","18","121","4"
"503","5/1/2008","576.014","2008","1","2","Thu","18","122","5"
"504","5/2/2008","1497.768","2008","1","2","Fri","18","123","5"
"505","5/3/2008","1289.6","2008","1","2","Sat","18","124","5"
"506","5/4/2008","1470.97","2008","1","2","Sun","18","125","5"
"507","5/5/2008","1366.932","2008","1","2","Mon","18","126","5"
"508","5/6/2008","1789.98","2008","1","2","Tue","19","127","5"
"509","5/7/2008","1176.264","2008","1","2","Wed","19","128","5"
"510","5/8/2008","2116.698","2008","1","2","Thu","19","129","5"
"511","5/9/2008","1747.272","2008","1","2","Fri","19","130","5"
"512","5/10/2008","1909.128","2008","1","2","Sat","19","131","5"
"513","5/11/2008","1610.92","2008","1","2","Sun","19","132","5"
"514","5/12/2008","1524.204","2008","1","2","Mon","19","133","5"
"515","5/13/2008","1476.894","2008","1","2","Tue","20","134","5"
"516","5/14/2008","1584.262","2008","1","2","Wed","20","135","5"
"517","5/15/2008","1162.768","2008","1","2","Thu","20","136","5"
"518","5/16/2008","1648.03","2008","1","2","Fri","20","137","5"
"519","5/17/2008","1657.454","2008","1","2","Sat","20","138","5"
"520","5/18/2008","1803.958","2008","1","2","Sun","20","139","5"
"521","5/19/2008","1030.262","2008","1","2","Mon","20","140","5"
"522","5/20/2008","1581.334","2008","1","2","Tue","21","141","5"
"523","5/21/2008","1324.112","2008","1","2","Wed","21","142","5"
"524","5/22/2008","976.868","2008","1","2","Thu","21","143","5"
"525","5/23/2008","1484.916","2008","1","2","Fri","21","144","5"
"526","5/24/2008","1580.176","2008","1","2","Sat","21","145","5"
"527","5/25/2008","2048.504","2008","1","2","Sun","21","146","5"
"528","5/26/2008","1289.71","2008","1","2","Mon","21","147","5"
"529","5/27/2008","1708.7","2008","1","2","Tue","22","148","5"
"530","5/28/2008","1114.372","2008","1","2","Wed","22","149","5"
"531","5/29/2008","1135.076","2008","1","2","Thu","22","150","5"
"532","5/30/2008","1397.244","2008","1","2","Fri","22","151","5"
"533","5/31/2008","1641.47","2008","1","2","Sat","22","152","5"
"534","6/1/2008","1848.876","2008","1","2","Sun","22","153","6"
"535","6/2/2008","1074.012","2008","1","2","Mon","22","154","6"
"536","6/3/2008","1597.816","2008","1","2","Tue","23","155","6"
"537","6/4/2008","1588.912","2008","1","2","Wed","23","156","6"
"538","6/5/2008","1120.078","2008","1","2","Thu","23","157","6"
"539","6/6/2008","1217.714","2008","1","2","Fri","23","158","6"
"540","6/7/2008","1882.484","2008","1","2","Sat","23","159","6"
"541","6/8/2008","1542.322","2008","1","2","Sun","23","160","6"
"542","6/9/2008","1325.698","2008","1","2","Mon","23","161","6"
"543","6/10/2008","1067.09","2008","1","2","Tue","24","162","6"
"544","6/11/2008","1123.206","2008","1","2","Wed","24","163","6"
"545","6/12/2008","1259.332","2008","1","2","Thu","24","164","6"
"546","6/13/2008","1874.28","2008","1","2","Fri","24","165","6"
"547","6/14/2008","1384.92","2008","1","2","Sat","24","166","6"
"548","6/15/2008","2289.102","2008","1","2","Sun","24","167","6"
"549","6/16/2008","1303.044","2008","1","2","Mon","24","168","6"
"550","6/17/2008","1145.084","2008","1","2","Tue","25","169","6"
"551","6/18/2008","1893.608","2008","1","2","Wed","25","170","6"
"552","6/19/2008","1588.082","2008","1","2","Thu","25","171","6"
"553","6/20/2008","1676.104","2008","1","2","Fri","25","172","6"
"554","6/21/2008","1734.254","2008","1","2","Sat","25","173","6"
"555","6/22/2008","1566.416","2008","1","2","Sun","25","174","6"
"556","6/23/2008","1251.796","2008","1","2","Mon","25","175","6"
"557","6/24/2008","1754.452","2008","1","2","Tue","26","176","6"
"558","6/25/2008","1261.77","2008","1","2","Wed","26","177","6"
"559","6/26/2008","1056.02","2008","1","2","Thu","26","178","6"
"560","6/27/2008","1755.152","2008","1","2","Fri","26","179","6"
"561","6/28/2008","1208.8","2008","1","2","Sat","26","180","6"
"562","6/29/2008","749.352","2008","1","2","Sun","26","181","6"
"563","6/30/2008","804.196","2008","1","2","Mon","26","182","6"
"564","7/1/2008","1215.24","2008","2","3","Tue","27","183","7"
"565","7/2/2008","1147.202","2008","2","3","Wed","27","184","7"
"566","7/3/2008","1098.36","2008","2","3","Thu","27","185","7"
"567","7/4/2008","942.02","2008","2","3","Fri","27","186","7"
"568","7/5/2008","1469.088","2008","2","3","Sat","27","187","7"
"569","7/6/2008","1805.064","2008","2","3","Sun","27","188","7"
"570","7/7/2008","983.39","2008","2","3","Mon","27","189","7"
"571","7/8/2008","1126.214","2008","2","3","Tue","28","190","7"
"572","7/9/2008","919.318","2008","2","3","Wed","28","191","7"
"573","7/10/2008","1251.276","2008","2","3","Thu","28","192","7"
"574","7/11/2008","1254.216","2008","2","3","Fri","28","193","7"
"575","7/12/2008","1328.852","2008","2","3","Sat","28","194","7"
"576","7/13/2008","1253.754","2008","2","3","Sun","28","195","7"
"577","7/14/2008","1137.926","2008","2","3","Mon","28","196","7"
"578","7/15/2008","1155.86","2008","2","3","Tue","29","197","7"
"579","7/16/2008","1077.062","2008","2","3","Wed","29","198","7"
"580","7/17/2008","1319.122","2008","2","3","Thu","29","199","7"
"581","7/18/2008","1261.584","2008","2","3","Fri","29","200","7"
"582","7/19/2008","1344.014","2008","2","3","Sat","29","201","7"
"583","7/20/2008","941.534","2008","2","3","Sun","29","202","7"
"584","7/21/2008","1156.478","2008","2","3","Mon","29","203","7"
"585","7/22/2008","740.242","2008","2","3","Tue","30","204","7"
"586","7/23/2008","942.63","2008","2","3","Wed","30","205","7"
"587","7/24/2008","1093.45","2008","2","3","Thu","30","206","7"
"588","7/25/2008","865.534","2008","2","3","Fri","30","207","7"
"589","7/26/2008","815.684","2008","2","3","Sat","30","208","7"
"590","7/27/2008","1147.396","2008","2","3","Sun","30","209","7"
"591","7/28/2008","825.804","2008","2","3","Mon","30","210","7"
"592","7/29/2008","1166.558","2008","2","3","Tue","31","211","7"
"593","7/30/2008","1299.908","2008","2","3","Wed","31","212","7"
"594","7/31/2008","1392.638","2008","2","3","Thu","31","213","7"
"595","8/1/2008","739.576","2008","2","3","Fri","31","214","8"
"596","8/2/2008","505.776","2008","2","3","Sat","31","215","8"
"597","8/3/2008","504.782","2008","2","3","Sun","31","216","8"
"598","8/4/2008","1125.92","2008","2","3","Mon","31","217","8"
"599","8/5/2008","827.118","2008","2","3","Tue","32","218","8"
"600","8/6/2008","326.112","2008","2","3","Wed","32","219","8"
"601","8/7/2008","334.884","2008","2","3","Thu","32","220","8"
"602","8/8/2008","302.2","2008","2","3","Fri","32","221","8"
"603","8/9/2008","358.924","2008","2","3","Sat","32","222","8"
"604","8/10/2008","352.032","2008","2","3","Sun","32","223","8"
"605","8/11/2008","371.916","2008","2","3","Mon","32","224","8"
"606","8/12/2008","288.984","2008","2","3","Tue","33","225","8"
"607","8/13/2008","282.584","2008","2","3","Wed","33","226","8"
"608","8/14/2008","270.258","2008","2","3","Thu","33","227","8"
"609","8/15/2008","273.654","2008","2","3","Fri","33","228","8"
"610","8/16/2008","274.814","2008","2","3","Sat","33","229","8"
"611","8/17/2008","274.796","2008","2","3","Sun","33","230","8"
"612","8/18/2008","273.758","2008","2","3","Mon","33","231","8"
"613","8/19/2008","274.692","2008","2","3","Tue","34","232","8"
"614","8/20/2008","268.472","2008","2","3","Wed","34","233","8"
"615","8/21/2008","261.298","2008","2","3","Thu","34","234","8"
"616","8/22/2008","267.124","2008","2","3","Fri","34","235","8"
"617","8/23/2008","254.642","2008","2","3","Sat","34","236","8"
"618","8/24/2008","254.716","2008","2","3","Sun","34","237","8"
"619","8/25/2008","250.298","2008","2","3","Mon","34","238","8"
"620","8/26/2008","257.564","2008","2","3","Tue","35","239","8"
"621","8/27/2008","258.114","2008","2","3","Wed","35","240","8"
"622","8/28/2008","268.246","2008","2","3","Thu","35","241","8"
"623","8/29/2008","267.588","2008","2","3","Fri","35","242","8"
"624","8/30/2008","270.424","2008","2","3","Sat","35","243","8"
"625","8/31/2008","1500.614","2008","2","3","Sun","35","244","8"
"626","9/1/2008","1247.51","2008","2","3","Mon","35","245","9"
"627","9/2/2008","1384.154","2008","2","3","Tue","36","246","9"
"628","9/3/2008","1388.486","2008","2","3","Wed","36","247","9"
"629","9/4/2008","1225.22","2008","2","3","Thu","36","248","9"
"630","9/5/2008","873.96","2008","2","3","Fri","36","249","9"
"631","9/6/2008","1868.574","2008","2","3","Sat","36","250","9"
"632","9/7/2008","1372.656","2008","2","3","Sun","36","251","9"
"633","9/8/2008","1309.324","2008","2","3","Mon","36","252","9"
"634","9/9/2008","1159.654","2008","2","3","Tue","37","253","9"
"635","9/10/2008","1300.764","2008","2","3","Wed","37","254","9"
"636","9/11/2008","1028.714","2008","2","3","Thu","37","255","9"
"637","9/12/2008","1392.762","2008","2","3","Fri","37","256","9"
"638","9/13/2008","1631.436","2008","2","3","Sat","37","257","9"
"639","9/14/2008","1576.326","2008","2","3","Sun","37","258","9"
"640","9/15/2008","1697.708","2008","2","3","Mon","37","259","9"
"641","9/16/2008","1221.862","2008","2","3","Tue","38","260","9"
"642","9/17/2008","1519.21","2008","2","3","Wed","38","261","9"
"643","9/18/2008","1505.29","2008","2","3","Thu","38","262","9"
"644","9/19/2008","1518.846","2008","2","3","Fri","38","263","9"
"645","9/20/2008","1304.6","2008","2","3","Sat","38","264","9"
"646","9/21/2008","1533.07","2008","2","3","Sun","38","265","9"
"647","9/22/2008","1358.564","2008","2","3","Mon","38","266","9"
"648","9/23/2008","1232.788","2008","2","3","Tue","39","267","9"
"649","9/24/2008","1718.35","2008","2","3","Wed","39","268","9"
"650","9/25/2008","1131.22","2008","2","3","Thu","39","269","9"
"651","9/26/2008","1431.45","2008","2","3","Fri","39","270","9"
"652","9/27/2008","2127.446","2008","2","3","Sat","39","271","9"
"653","9/28/2008","1731.104","2008","2","3","Sun","39","272","9"
"654","9/29/2008","1501.738","2008","2","3","Mon","39","273","9"
"655","9/30/2008","1375.006","2008","2","3","Tue","40","274","9"
"656","10/1/2008","1872.364","2008","2","4","Wed","40","275","10"
"657","10/2/2008","1345.342","2008","2","4","Thu","40","276","10"
"658","10/3/2008","1612.58","2008","2","4","Fri","40","277","10"
"659","10/4/2008","2100.496","2008","2","4","Sat","40","278","10"
"660","10/5/2008","1549.95","2008","2","4","Sun","40","279","10"
"661","10/6/2008","1423.782","2008","2","4","Mon","40","280","10"
"662","10/7/2008","1726.568","2008","2","4","Tue","41","281","10"
"663","10/8/2008","1860.576","2008","2","4","Wed","41","282","10"
"664","10/9/2008","1983.682","2008","2","4","Thu","41","283","10"
"665","10/10/2008","1518.338","2008","2","4","Fri","41","284","10"
"666","10/11/2008","1669.386","2008","2","4","Sat","41","285","10"
"667","10/12/2008","1907.94","2008","2","4","Sun","41","286","10"
"668","10/13/2008","1461.976","2008","2","4","Mon","41","287","10"
"669","10/14/2008","1609.056","2008","2","4","Tue","42","288","10"
"670","10/15/2008","2156.896","2008","2","4","Wed","42","289","10"
"671","10/16/2008","1583.68","2008","2","4","Thu","42","290","10"
"672","10/17/2008","1866.886","2008","2","4","Fri","42","291","10"
"673","10/18/2008","2239.19","2008","2","4","Sat","42","292","10"
"674","10/19/2008","1971.934","2008","2","4","Sun","42","293","10"
"675","10/20/2008","1667.554","2008","2","4","Mon","42","294","10"
"676","10/21/2008","2063.716","2008","2","4","Tue","43","295","10"
"677","10/22/2008","1646.01","2008","2","4","Wed","43","296","10"
"678","10/23/2008","1830.494","2008","2","4","Thu","43","297","10"
"679","10/24/2008","2133.226","2008","2","4","Fri","43","298","10"
"680","10/25/2008","1523.156","2008","2","4","Sat","43","299","10"
"681","10/26/2008","523.492","2008","2","4","Sun","43","300","10"
"682","10/27/2008","523.892","2008","2","4","Mon","43","301","10"
"683","10/28/2008","1327.29","2008","2","4","Tue","44","302","10"
"684","10/29/2008","1612.576","2008","2","4","Wed","44","303","10"
"685","10/30/2008","1098.6","2008","2","4","Thu","44","304","10"
"686","10/31/2008","1285.832","2008","2","4","Fri","44","305","10"
"687","11/1/2008","830.498","2008","2","4","Sat","44","306","11"
"688","11/2/2008","910.614","2008","2","4","Sun","44","307","11"
"689","11/3/2008","847.6","2008","2","4","Mon","44","308","11"
"690","11/4/2008","1562.316","2008","2","4","Tue","45","309","11"
"691","11/5/2008","3134.93","2008","2","4","Wed","45","310","11"
"692","11/6/2008","1588.438","2008","2","4","Thu","45","311","11"
"693","11/7/2008","1619.184","2008","2","4","Fri","45","312","11"
"694","11/8/2008","1733.138","2008","2","4","Sat","45","313","11"
"695","11/9/2008","2578.538","2008","2","4","Sun","45","314","11"
"696","11/10/2008","2091.88","2008","2","4","Mon","45","315","11"
"697","11/11/2008","2455.95","2008","2","4","Tue","46","316","11"
"698","11/12/2008","2186.494","2008","2","4","Wed","46","317","11"
"699","11/13/2008","1238.46","2008","2","4","Thu","46","318","11"
"700","11/14/2008","1621.738","2008","2","4","Fri","46","319","11"
"701","11/15/2008","3031.628","2008","2","4","Sat","46","320","11"
"702","11/16/2008","2365.432","2008","2","4","Sun","46","321","11"
"703","11/17/2008","1523.636","2008","2","4","Mon","46","322","11"
"704","11/18/2008","1749.05","2008","2","4","Tue","47","323","11"
"705","11/19/2008","1840.238","2008","2","4","Wed","47","324","11"
"706","11/20/2008","1692.336","2008","2","4","Thu","47","325","11"
"707","11/21/2008","1673.93","2008","2","4","Fri","47","326","11"
"708","11/22/2008","1711.368","2008","2","4","Sat","47","327","11"
"709","11/23/2008","3405.324","2008","2","4","Sun","47","328","11"
"710","11/24/2008","3212.998","2008","2","4","Mon","47","329","11"
"711","11/25/2008","2702.85","2008","2","4","Tue","48","330","11"
"712","11/26/2008","1515.954","2008","2","4","Wed","48","331","11"
"713","11/27/2008","2362.218","2008","2","4","Thu","48","332","11"
"714","11/28/2008","1885.964","2008","2","4","Fri","48","333","11"
"715","11/29/2008","2434.668","2008","2","4","Sat","48","334","11"
"716","11/30/2008","2401.388","2008","2","4","Sun","48","335","11"
"717","12/1/2008","1616.538","2008","2","4","Mon","48","336","12"
"718","12/2/2008","1793.444","2008","2","4","Tue","49","337","12"
"719","12/3/2008","1755.164","2008","2","4","Wed","49","338","12"
"720","12/4/2008","1738.638","2008","2","4","Thu","49","339","12"
"721","12/5/2008","2058.618","2008","2","4","Fri","49","340","12"
"722","12/6/2008","2523.836","2008","2","4","Sat","49","341","12"
"723","12/7/2008","2466.74","2008","2","4","Sun","49","342","12"
"724","12/8/2008","1868.636","2008","2","4","Mon","49","343","12"
"725","12/9/2008","2003.144","2008","2","4","Tue","50","344","12"
"726","12/10/2008","2111.02","2008","2","4","Wed","50","345","12"
"727","12/11/2008","1432.522","2008","2","4","Thu","50","346","12"
"728","12/12/2008","1815.534","2008","2","4","Fri","50","347","12"
"729","12/13/2008","1825.574","2008","2","4","Sat","50","348","12"
"730","12/14/2008","2002.12","2008","2","4","Sun","50","349","12"
"731","12/15/2008","1795.45","2008","2","4","Mon","50","350","12"
"732","12/16/2008","1797.09","2008","2","4","Tue","51","351","12"
"733","12/17/2008","2098.786","2008","2","4","Wed","51","352","12"
"734","12/18/2008","1736.94","2008","2","4","Thu","51","353","12"
"735","12/19/2008","1882.112","2008","2","4","Fri","51","354","12"
"736","12/20/2008","2242.502","2008","2","4","Sat","51","355","12"
"737","12/21/2008","2643.61","2008","2","4","Sun","51","356","12"
"738","12/22/2008","2015.808","2008","2","4","Mon","51","357","12"
"739","12/23/2008","1798.088","2008","2","4","Tue","52","358","12"
"740","12/24/2008","1269.638","2008","2","4","Wed","52","359","12"
"741","12/25/2008","1061.118","2008","2","4","Thu","52","360","12"
"742","12/26/2008","1223.732","2008","2","4","Fri","52","361","12"
"743","12/27/2008","2972.164","2008","2","4","Sat","52","362","12"
"744","12/28/2008","1570.642","2008","2","4","Sun","52","363","12"
"745","12/29/2008","555.278","2008","2","4","Mon","52","364","12"
"746","12/30/2008","1195.238","2008","2","4","Tue","53","365","12"
"747","12/31/2008","1964.188","2008","2","4","Wed","53","366","12"
"748","1/1/2009","1406.692","2009","1","1","Thu","1","1","1"
"749","1/2/2009","2327.51","2009","1","1","Fri","1","2","1"
"750","1/3/2009","1913.496","2009","1","1","Sat","1","3","1"
"751","1/4/2009","1939.994","2009","1","1","Sun","1","4","1"
"752","1/5/2009","1604","2009","1","1","Mon","1","5","1"
"753","1/6/2009","1689.862","2009","1","1","Tue","1","6","1"
"754","1/7/2009","2080.272","2009","1","1","Wed","1","7","1"
"755","1/8/2009","1633.27","2009","1","1","Thu","2","8","1"
"756","1/9/2009","1788.702","2009","1","1","Fri","2","9","1"
"757","1/10/2009","2102.948","2009","1","1","Sat","2","10","1"
"758","1/11/2009","1975.988","2009","1","1","Sun","2","11","1"
"759","1/12/2009","1589.278","2009","1","1","Mon","2","12","1"
"760","1/13/2009","2182.6","2009","1","1","Tue","2","13","1"
"761","1/14/2009","1776.282","2009","1","1","Wed","2","14","1"
"762","1/15/2009","1564.068","2009","1","1","Thu","3","15","1"
"763","1/16/2009","2766.554","2009","1","1","Fri","3","16","1"
"764","1/17/2009","3317.82","2009","1","1","Sat","3","17","1"
"765","1/18/2009","3154.194","2009","1","1","Sun","3","18","1"
"766","1/19/2009","1699.866","2009","1","1","Mon","3","19","1"
"767","1/20/2009","1738.028","2009","1","1","Tue","3","20","1"
"768","1/21/2009","1739.434","2009","1","1","Wed","3","21","1"
"769","1/22/2009","1237.356","2009","1","1","Thu","4","22","1"
"770","1/23/2009","1910.536","2009","1","1","Fri","4","23","1"
"771","1/24/2009","2200.77","2009","1","1","Sat","4","24","1"
"772","1/25/2009","2843.664","2009","1","1","Sun","4","25","1"
"773","1/26/2009","1674.472","2009","1","1","Mon","4","26","1"
"774","1/27/2009","1425.03","2009","1","1","Tue","4","27","1"
"775","1/28/2009","2721.734","2009","1","1","Wed","4","28","1"
"776","1/29/2009","1573.698","2009","1","1","Thu","5","29","1"
"777","1/30/2009","2059.038","2009","1","1","Fri","5","30","1"
"778","1/31/2009","3312.852","2009","1","1","Sat","5","31","1"
"779","2/1/2009","1807.46","2009","1","1","Sun","5","32","2"
"780","2/2/2009","1603.3","2009","1","1","Mon","5","33","2"
"781","2/3/2009","1868.39","2009","1","1","Tue","5","34","2"
"782","2/4/2009","2460.924","2009","1","1","Wed","5","35","2"
"783","2/5/2009","1649.088","2009","1","1","Thu","6","36","2"
"784","2/6/2009","2048.396","2009","1","1","Fri","6","37","2"
"785","2/7/2009","3131.536","2009","1","1","Sat","6","38","2"
"786","2/8/2009","2182.866","2009","1","1","Sun","6","39","2"
"787","2/9/2009","1706.638","2009","1","1","Mon","6","40","2"
"788","2/10/2009","1943.822","2009","1","1","Tue","6","41","2"
"789","2/11/2009","2639.39","2009","1","1","Wed","6","42","2"
"790","2/12/2009","1968.66","2009","1","1","Thu","7","43","2"
"791","2/13/2009","1690.022","2009","1","1","Fri","7","44","2"
"792","2/14/2009","2332.594","2009","1","1","Sat","7","45","2"
"793","2/15/2009","1586.032","2009","1","1","Sun","7","46","2"
"794","2/16/2009","1318.994","2009","1","1","Mon","7","47","2"
"795","2/17/2009","781.698","2009","1","1","Tue","7","48","2"
"796","2/18/2009","826.45","2009","1","1","Wed","7","49","2"
"797","2/19/2009","737.268","2009","1","1","Thu","8","50","2"
"798","2/20/2009","1880.736","2009","1","1","Fri","8","51","2"
"799","2/21/2009","1316.184","2009","1","1","Sat","8","52","2"
"800","2/22/2009","2238.478","2009","1","1","Sun","8","53","2"
"801","2/23/2009","2733.656","2009","1","1","Mon","8","54","2"
"802","2/24/2009","1783.144","2009","1","1","Tue","8","55","2"
"803","2/25/2009","1169.844","2009","1","1","Wed","8","56","2"
"804","2/26/2009","1156.852","2009","1","1","Thu","9","57","2"
"805","2/27/2009","2028.918","2009","1","1","Fri","9","58","2"
"806","2/28/2009","1630.75","2009","1","1","Sat","9","59","2"
"807","3/1/2009","2467.626","2009","1","1","Sun","9","60","3"
"808","3/2/2009","1477.442","2009","1","1","Mon","9","61","3"
"809","3/3/2009","1848.952","2009","1","1","Tue","9","62","3"
"810","3/4/2009","1842.13","2009","1","1","Wed","9","63","3"
"811","3/5/2009","1441.812","2009","1","1","Thu","10","64","3"
"812","3/6/2009","1783.474","2009","1","1","Fri","10","65","3"
"813","3/7/2009","1696.466","2009","1","1","Sat","10","66","3"
"814","3/8/2009","2357.166","2009","1","1","Sun","10","67","3"
"815","3/9/2009","1685.556","2009","1","1","Mon","10","68","3"
"816","3/10/2009","1836.21","2009","1","1","Tue","10","69","3"
"817","3/11/2009","2405.904","2009","1","1","Wed","10","70","3"
"818","3/12/2009","1887.26","2009","1","1","Thu","11","71","3"
"819","3/13/2009","1445.52","2009","1","1","Fri","11","72","3"
"820","3/14/2009","2149.028","2009","1","1","Sat","11","73","3"
"821","3/15/2009","1942.062","2009","1","1","Sun","11","74","3"
"822","3/16/2009","1334.732","2009","1","1","Mon","11","75","3"
"823","3/17/2009","1931.91","2009","1","1","Tue","11","76","3"
"824","3/18/2009","1450.68","2009","1","1","Wed","11","77","3"
"825","3/19/2009","1191.532","2009","1","1","Thu","12","78","3"
"826","3/20/2009","1463.906","2009","1","1","Fri","12","79","3"
"827","3/21/2009","1930.022","2009","1","1","Sat","12","80","3"
"828","3/22/2009","1689.17","2009","1","1","Sun","12","81","3"
"829","3/23/2009","1296.45","2009","1","1","Mon","12","82","3"
"830","3/24/2009","1661.712","2009","1","1","Tue","12","83","3"
"831","3/25/2009","1838.774","2009","1","1","Wed","12","84","3"
"832","3/26/2009","1211.004","2009","1","1","Thu","13","85","3"
"833","3/27/2009","1713.926","2009","1","1","Fri","13","86","3"
"834","3/28/2009","2260.976","2009","1","1","Sat","13","87","3"
"835","3/29/2009","2216.65","2009","1","1","Sun","13","88","3"
"836","3/30/2009","1477.452","2009","1","1","Mon","13","89","3"
"837","3/31/2009","1823.482","2009","1","1","Tue","13","90","3"
"838","4/1/2009","1641.14","2009","1","2","Wed","13","91","4"
"839","4/2/2009","1644.334","2009","1","2","Thu","14","92","4"
"840","4/3/2009","1363.26","2009","1","2","Fri","14","93","4"
"841","4/4/2009","2191.232","2009","1","2","Sat","14","94","4"
"842","4/5/2009","1375.716","2009","1","2","Sun","14","95","4"
"843","4/6/2009","1452.634","2009","1","2","Mon","14","96","4"
"844","4/7/2009","1440.092","2009","1","2","Tue","14","97","4"
"845","4/8/2009","1534.6","2009","1","2","Wed","14","98","4"
"846","4/9/2009","1890.472","2009","1","2","Thu","15","99","4"
"847","4/10/2009","1842.114","2009","1","2","Fri","15","100","4"
